Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:72wqLtMtkrB0qUw6jSqM0Z,"Dynamite","Dynamite (NightTime Version)","BTS",2020-09-18,199053,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4
spotify:track:5IAESfJjmOYu7cHyX557kz,"Take Two","Take Two","BTS",2023-06-09,229953,72,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.617,0.589,7,-5.978,1,0.0345,0.0268,0,0.378,0.566,92.991,4
spotify:track:4IJsVXbSeGPUrgwpVoHmlg,"The Planet","The Planet","BTS",2023-05-12,178156,63,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.665,0.848,0,-3.619,1,0.0708,0.000482,0,0.2,0.687,119.986,4
spotify:track:69xohKu8C1fsflYAiSNbwM,"Run BTS","Proof","BTS",2022-06-10,204939,79,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.724,0.818,8,-3.747,1,0.168,0.0201,0,0.0358,0.696,77.004,4
spotify:track:7lrqvdivAYRGEiO8JFP31G,"Boy With Luv (Feat. Halsey)","MAP OF THE SOUL : 7","BTS;Halsey",2020-02-21,229773,67,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.645,0.862,11,-4.761,0,0.0845,0.0933,0,0.193,0.803,119.947,4
spotify:track:2ngmiq1KoYn3x25VOmvd8F,"DNA","Love Yourself 結 'Answer'","BTS",2018-08-24,223122,72,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.599,0.775,1,-3.997,0,0.0542,0.022,0,0.0669,0.703,129.817,4
spotify:track:6m1TWFMeon7ai9XLOzdbiR,"FAKE LOVE","Love Yourself 轉 'Tear'","BTS",2018-05-18,242333,78,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.557,0.719,2,-4.515,0,0.0371,0.00267,0,0.306,0.345,77.502,4
spotify:track:10SRMwb9EuVS1K9rYsBfHQ,"Yet To Come","Proof","BTS",2022-06-10,193593,77,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.559,0.885,1,-4.515,1,0.189,0.0432,0,0.333,0.683,172.029,4
spotify:track:6jjYDGxVJsWS0a5wlVF5vS,"Butter","Proof","BTS",2022-06-10,164952,76,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4
spotify:track:3XYRV7ZSHqIRDG87DKTtry,"Permission to Dance","Permission to Dance","BTS",2021-07-23,187585,75,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.702,0.741,9,-5.33,1,0.0427,0.00544,0,0.337,0.646,124.925,4
spotify:track:1e8J3XClxZbFmvIHLI8CE4,"IDOL","Love Yourself 結 'Answer'","BTS",2018-08-24,222732,76,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.733,0.855,9,-3.211,1,0.118,0.00481,0,0.123,0.42,126.035,4
spotify:track:2u54HNQamwFuOMLSuhSRom,"Blood Sweat & Tears","Wings","BTS",2016-10-10,217051,77,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.584,0.885,0,-3.571,0,0.104,0.0244,0,0.357,0.605,92.9,4
spotify:track:5FVbvttjEvQ8r2BgUcJgNg,"Life Goes On","BE","BTS",2020-11-20,207481,85,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.566,0.716,1,-5.733,1,0.0424,0.00691,0,0.37,0.45,81.068,4
spotify:track:30YLyzfEjMQsXj4ZFslAmT,"Make It Right","MAP OF THE SOUL : 7","BTS",2020-02-21,226321,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.639,0.706,7,-7.874,1,0.448,0.0104,0,0.132,0.259,105.782,4
spotify:track:2j1fFjWHCI9KJSwcuYAOyF,"Spring Day","You Never Walk Alone","BTS",2017-02-13,274097,76,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.539,0.846,8,-3.192,1,0.0354,0.00631,0.00000171,0.13,0.462,106.994,4
spotify:track:3G1aAxWS2Nd17FQs4PWV6X,"Run","The Most Beautiful Moment in Life Pt.2","BTS",2015-11-30,236748,73,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.554,0.878,11,-3.02,0,0.0513,0.00146,0,0.0998,0.55,132.896,4
spotify:track:3wQnyXNFXNUEOBt1pb4urq,"I Need U","The Most Beautiful Moment in Life Pt.1","BTS",2015-04-29,210986,75,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.478,0.88,5,-3.097,0,0.0739,0.0213,0,0.24,0.707,158.356,4
spotify:track:4o3Ao6wY5fbJR32fQKabfQ,"Dope","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,240020,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.579,0.896,10,-2.781,0,0.225,0.0272,0.00000102,0.352,0.678,153.991,4
spotify:track:3wyrhwPpV8uhMMEms4vG3X,"Not Today","You Never Walk Alone","BTS",2017-02-13,231859,71,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.593,0.945,8,-3.408,1,0.126,0.00174,0,0.923,0.674,110.023,4
spotify:track:7btzRuXC6Ed3rIyomBRkO2,"My Universe","My Universe","Coldplay;BTS",2021-09-27,226198,60,false,,2025-09-15T13:00:30Z,"кей-поп","Parlophone UK",0.573,0.711,1,-6.268,0,0.0406,0.0114,0,0.328,0.47,105.006,4
spotify:track:5PCOOngROV9jWsUViSy4Ed,"Killin' It Girl (feat. GloRilla)","Killin' It Girl (feat. GloRilla)","j-hope;GloRilla",2025-06-13,148714,83,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.771,0.923,4,-4.88,1,0.0578,0.00268,0.0000447,0.269,0.708,97.024,4
spotify:track:27xkOIER6uDLKALIelHylZ,"Don’t Say You Love Me","Echo","Jin",2025-05-16,180716,86,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.729,0.562,8,-5.49,1,0.0304,0.484,0,0.105,0.757,111.976,4
spotify:track:1yX9gy5fK02j6nBnGJ1S3k,"Sweet Dreams (feat. Miguel)","Sweet Dreams (feat. Miguel)","j-hope;Miguel",2025-03-07,172952,73,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,ритм-н-блюз","BIGHIT MUSIC",0.564,0.577,4,-6.468,0,0.0774,0.153,0,0.0726,0.797,94.3,4
spotify:track:4z0vfU3JiAsl99ZHL29hMm,"Close to You","When the Stars Gossip OST Part.3","Jin",2025-01-26,228146,64,false,,2025-09-15T13:00:30Z,"кей-поп","SORI NARLY, Studio Dragon, KEYEAST",0.355,0.404,5,-5.795,1,0.0354,0.779,0.0000219,0.101,0.207,126.573,4
spotify:track:7134tEHq45eL6am9oVazZU,"White Christmas (with V of BTS)","White Christmas (with V of BTS)","V;Bing Crosby",2024-12-06,173033,70,false,,2025-09-15T13:00:30Z,"кей-поп,різдво","White Christmas",0.227,0.332,9,-9.602,1,0.0311,0.787,0.0837,0.198,0.158,97.475,4
spotify:track:7G7mSV4BebkoHWwKTDvXu9,"Winter Ahead (with PARK HYO SHIN)","Winter Ahead (with PARK HYO SHIN)","V;Park Hyo Shin",2024-11-29,234895,83,false,,2025-09-15T13:00:30Z,"кей-поп,корейські балади","BIGHIT MUSIC",0.36,0.316,3,-9.954,1,0.0284,0.858,0.000212,0.23,0.229,76.844,3
spotify:track:4p7DTkyrKqT98xlIwYYfXz,"Running Wild","Happy","Jin",2024-11-15,151646,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.487,0.711,8,-4.22,1,0.0322,0.000175,0,0.152,0.317,146.921,4
spotify:track:2Qcbspnftnon37jibwyvMU,"I'll Be There","I'll Be There","Jin",2024-10-25,181677,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.538,0.738,10,-2.412,1,0.0445,0.0351,0,0.0898,0.736,148.887,4
spotify:track:4pygz13A6EcLL6ti7kqGaf,"Super Tuna","Super Tuna","Jin",2024-10-11,114693,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.641,0.964,8,-4.041,0,0.149,0.0063,0,0.0447,0.601,165.005,4
spotify:track:2ZqTbIID9vFPTXaGyzbb4q,"Neva Play (feat. RM of BTS)","Neva Play (feat. RM of BTS)","Megan Thee Stallion;RM",2024-09-06,157173,68,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","Hot Girl Productions",0.826,0.756,2,-4.984,1,0.256,0.0203,0,0.0915,0.794,160.01,4
spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,"Who","MUSE","Jimin",2024-07-19,170887,87,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.66,0.756,0,-3.743,0,0.032,0.00289,0,0.193,0.838,116.034,4
spotify:track:1kPhV0KQui1phEpjnWIqUN,"Smeraldo Garden Marching Band (feat. Loco)","Smeraldo Garden Marching Band (feat. Loco)","Jimin;Loco",2024-06-28,182840,63,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.79,0.915,4,-2.251,1,0.146,0.0366,0,0.0785,0.726,97.47,4
spotify:track:2nRMW95dnOILirpjbksLTs,"Never Let Go","Never Let Go","Jung Kook",2024-06-07,166812,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.664,0.773,9,-4.32,1,0.0688,0.048,0.0000149,0.238,0.173,129.884,4
spotify:track:02H58MSfVESkKyx4diDgu7,"LOST!","Right Place, Wrong Person","RM",2024-05-24,233013,69,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.771,0.68,6,-5.63,1,0.0557,0.216,0.0000388,0.287,0.336,88.011,4
spotify:track:62HKW77nt6tudsIHXT2A0M,"Come back to me","Right Place, Wrong Person","RM",2024-05-24,388960,65,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.623,0.462,4,-7.82,0,0.0326,0.397,0.0115,0.0492,0.344,73.007,4
spotify:track:11sirgYaEutV40tkvgpHN6,"NEURON (with Gaeko & YOON MIRAE)","HOPE ON THE STREET VOL.1","j-hope;Gaeko;YOON MIRAE",2024-03-29,273290,66,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,корейські балади,саундтреки","BIGHIT MUSIC",0.669,0.9,7,-4.207,1,0.253,0.0812,0,0.227,0.699,93.902,4
spotify:track:3ajU531gR5fW71wqsw4tFX,"i wonder... (with Jung Kook of BTS)","HOPE ON THE STREET VOL.1","j-hope;Jung Kook",2024-03-29,163598,71,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.79,0.692,7,-5.302,1,0.0893,0.147,0.00000104,0.101,0.549,100.033,4
spotify:track:0PBTlQ84CBJF0tBnKGmQa6,"FRI(END)S","FRI(END)S","V",2024-03-15,148082,77,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.466,0.601,8,-4.468,1,0.053,0.0315,0,0.0927,0.627,53.376,4
spotify:track:1k255f17DRuRbGrfz5Ifmd,"wherever u r (ft. V of BTS)","wherever u r (ft. V of BTS)","UMI;V",2023-12-30,153034,66,false,,2025-09-15T13:00:30Z,"кей-поп","UMI Inc under exclusive license to Unitedmasters LLC",0.642,0.434,8,-9.178,1,0.0558,0.78,0.00000301,0.109,0.484,104.846,3
spotify:track:3k6q0O9JnO2GhvD6C8fs20,"Closer Than This","Closer Than This","Jimin",2023-12-22,223302,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.716,0.54,0,-5.951,1,0.0381,0.389,0,0.0692,0.373,87.963,4
spotify:track:0VPFT123HKoQ2J6ipeDcI1,"Standing Next to You (USHER Remix)","Standing Next to You (USHER Remix)","Jung Kook;USHER",2023-12-01,214760,66,false,,2025-09-15T13:00:30Z,"кей-поп,ритм-н-блюз","BIGHIT MUSIC",0.661,0.823,9,-4.329,0,0.127,0.0536,0,0.369,0.761,105.993,4
spotify:track:2mHw0KoEyDw8Yaw3yPoke6,"3D (Justin Timberlake Remix)","3D (Justin Timberlake Remix)","Jung Kook;Justin Timberlake",2023-11-24,160942,63,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.817,0.854,1,-3.28,1,0.0613,0.0429,0,0.117,0.884,108.991,4
spotify:track:2KslE17cAJNHTsI2MI0jb2,"Standing Next to You","GOLDEN","Jung Kook",2023-11-03,206019,83,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.711,0.809,2,-4.389,0,0.0955,0.0447,0,0.339,0.816,106.017,4
spotify:track:6ehWdR7cGDXnT7aKEASJxE,"3D (feat. Jack Harlow)","3D (feat. Jack Harlow)","Jung Kook;Jack Harlow",2023-09-29,201812,74,true,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.853,0.824,1,-3.287,1,0.103,0.0322,0,0.0859,0.888,108.044,4
spotify:track:5h1BN75CEh8wdSwE1xrbSe,"Slow Dancing","Layover","V",2023-09-08,187026,75,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.579,0.63,8,-7.758,1,0.058,0.257,0.00462,0.0986,0.552,155.96,4
spotify:track:2N0SPREDYqILVEFSsWF5N5,"Love Me Again","Layover","V",2023-08-11,182293,74,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.633,0.607,0,-6.182,0,0.0532,0.183,0.00000138,0.167,0.363,74.029,4
spotify:track:5ydjxBSUIDn26MFzU3asP4,"Rainy Days","Layover","V",2023-08-11,179560,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.633,0.454,9,-8.016,0,0.0875,0.739,0,0.148,0.282,74.828,4
spotify:track:50Af7YTMHGNbYyvgofTAGf,"Seven (feat. Latto)","Seven (Weekday Ver.)","Jung Kook;Latto",2023-07-17,184160,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.782,0.839,11,-3.933,1,0.0436,0.318,0,0.0667,0.914,124.994,4
spotify:track:0pNFrM5L0te1EXGxveeYiR,"My You","My You","Jung Kook",2022-06-13,165070,71,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.451,0.691,9,-5.395,1,0.0374,0.421,0,0.338,0.354,143.997,4
spotify:track:0ApadYqa3GRQkJJ3E7pQDJ,"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)","Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)","JVKE;Jimin;Charlie Puth;Muni Long;Fast & Furious: The Fast Saga",2023-06-15,176454,63,false,,2025-09-15T13:00:30Z,"кей-поп,м’який поп,поп,фонк,дрифт-фонк","APG Inc – FF10",0.57,0.635,1,-6.641,1,0.121,0.186,0,0.0874,0.364,84.856,4
spotify:track:2FZP8qfmy9RFXVREVHMAua,"Lilith (feat. SUGA of BTS) (Diablo IV Anthem)","Lilith (feat. SUGA of BTS) (Diablo IV Anthem)","Halsey;SUGA",2023-06-05,180925,52,false,,2025-09-15T13:00:30Z,"кей-поп","Capitol Records",0.306,0.722,9,-8.296,0,0.117,0.00753,0.00000912,0.215,0.145,167.924,4
spotify:track:1vvcEHQdaUTvWt0EIUYcFK,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]","Kodak Black;NLE Choppa;Jimin;JVKE;Muni Long;Fast & Furious: The Fast Saga",2023-05-17,175802,61,false,,2025-09-15T13:00:30Z,"кей-поп,фонк,дрифт-фонк","APG Inc – FF10",0.715,0.681,10,-4.25,0,0.113,0.129,0,0.152,0.277,84.924,4
spotify:track:4UMKAWKI1ljNHNxkmAAch0,"Don't ever say love me (feat. RM of BTS)","Love Part 2","Colde;RM",2023-05-04,214933,57,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","WAVY",0.539,0.454,11,-7.096,0,0.0504,0.349,0.00000236,0.374,0.211,144.867,4
spotify:track:4bjN59DRXFRxBE1g5ne6B1,"Haegeum","D-DAY","Agust D",2023-04-21,168926,88,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.697,0.837,7,-2.651,1,0.304,0.313,0,0.471,0.831,85.097,5
spotify:track:4EaQ0ouIydfeAgQUz284EF,"People Pt.2 (feat. IU)","People Pt.2 (feat. IU)","Agust D;IU",2023-04-07,213995,60,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,корейські балади","BIGHIT MUSIC",0.729,0.574,7,-4.779,0,0.0589,0.391,0,0.319,0.438,88.94,4
spotify:track:3Ua0m0YmEjrMi9XErKcNiR,"Like Crazy","FACE","Jimin",2023-03-24,212241,75,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.629,0.733,7,-5.445,1,0.0419,0.0025,0,0.357,0.362,120.001,4
spotify:track:1fpj1CJPxY3YvN3AMAEYvt,"Set Me Free Pt.2","FACE","Jimin",2023-03-24,200929,65,true,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.585,0.815,0,-4.165,0,0.0565,0.115,0,0.124,0.564,132.09,4
spotify:track:5wxYxygyHpbgv0EXZuqb9V,"on the street (with J. Cole)","on the street (with J. Cole)","j-hope;J. Cole",2023-03-03,214701,63,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap,реп","BIGHIT MUSIC",0.681,0.821,11,-5.12,0,0.131,0.532,0.00111,0.0921,0.813,94.074,4
spotify:track:2uq5eMJ0mXZzjGRuFpSRZ7,"Smoke Sprite (feat. RM)","Episode1 : Love","So!YoON!;RM",2023-03-14,242200,62,false,,2025-09-15T13:00:30Z,"k-rock,кей-поп,k-rap","MAGIC STRAWBERRY SOUND",0.608,0.692,9,-3.182,0,0.0441,0.151,0,0.173,0.569,131.973,4
spotify:track:4NIe9Is7bN5JWyTeCW2ahK,"VIBE (feat. Jimin of BTS)","Down to Earth","TAEYANG;Jimin",2023-04-25,175775,60,false,,2025-09-15T13:00:30Z,"кей-поп","THEBLACKLABEL/Interscope Records",0.788,0.671,0,-5.537,1,0.0434,0.0713,0,0.262,0.611,100.096,4
spotify:track:0jY618wuln0b5b8sCxFgjk,"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","Jung Kook;BTS;FIFA Sound",2022-11-20,201391,73,false,,2025-09-15T13:00:30Z,"кей-поп","Katara Studios | 2101 Records under exclusive license to UnitedMasters LLC",0.709,0.879,0,-4.218,1,0.042,0.158,0.00158,0.441,0.34,114.99,4
spotify:track:3p4N6mBFv42M8dI8SUoPre,"Still Life (with Anderson .Paak)","Indigo","RM;Anderson .Paak",2022-12-02,175328,66,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.831,0.721,11,-5.447,0,0.164,0.277,0,0.0403,0.443,124.007,4
spotify:track:1AZjCZSGEjlxUufFQwSszF,"Wild Flower (with youjeen)","Indigo","RM;Youjeen",2022-12-02,273499,83,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap,k-rock","BIGHIT MUSIC",0.486,0.766,8,-5.821,1,0.0938,0.0282,0,0.123,0.417,154.992,4
spotify:track:0h7QMc9ZRzA9QJrbEHytn2,"The Astronaut","The Astronaut","Jin",2022-10-28,282463,70,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.54,0.761,5,-5.356,1,0.0311,0.00446,0.0000025,0.137,0.215,124.988,4
spotify:track:4JzCFEc3O2UEdjKzevvFH5,"For Youth","Proof","BTS",2022-06-10,264480,69,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.633,0.511,2,-5.665,1,0.0368,0.434,0,0.248,0.29,116.855,3
spotify:track:0mBP9X2gPCuapvpZ7TGDk3,"Left and Right (Feat. Jung Kook of BTS)","Left and Right (Feat. Jung Kook of BTS)","Charlie Puth;Jung Kook;BTS",2022-06-24,154486,68,false,,2025-09-15T13:00:30Z,"м’який поп,поп,кей-поп","Atlantic Records",0.881,0.592,2,-4.898,1,0.0324,0.619,0.0000132,0.0901,0.719,101.058,4
spotify:track:0xzI1KAr0Yd9tv8jlIk3sn,"Bad Decisions (with BTS & Snoop Dogg)","Bad Decisions (with BTS & Snoop Dogg)","benny blanco;BTS;Snoop Dogg",2022-08-05,172714,66,false,,2025-09-15T13:00:30Z,"кей-поп,джі-фанк,хіп-хоп західного узбережжя,ґанґста-реп,хіп-хоп старої школи,хіп-хоп,реп","Friends Keep Secrets/Interscope Records",0.762,0.861,0,-3.296,1,0.0955,0.0185,0,0.264,0.955,120.048,4
spotify:track:5aucVLKiumD89mxVCB4zvS,"Rush Hour (Feat. j-hope of BTS)","Rush Hour","Crush;j-hope",2022-09-22,177302,58,false,,2025-09-15T13:00:30Z,"k-rap,кей-поп,корейські балади","피네이션",0.746,0.714,0,-5.231,1,0.243,0.16,0,0.31,0.697,95.049,4
spotify:track:1IthE5GNiRzFN5CVaCa445,"Born Singer","Proof","BTS",2022-06-10,238628,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.602,0.841,8,-3.334,0,0.109,0.0354,0,0.235,0.684,157.937,4
spotify:track:2QWEMqQMJR1KDf6hDjJOs6,"Arson","Jack In The Box","j-hope",2022-07-15,159761,67,true,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.938,0.798,1,-3.998,1,0.103,0.00813,0.0000703,0.146,0.265,99.992,4
spotify:track:1XkMxUilV0E3ChDERZJUEq,"SEXY NUKIM (feat. RM of BTS)","SEXY NUKIM (feat. RM of BTS)","Balming Tiger;Omega Sapien;bj wnjn;Mudd the student;RM",2022-09-01,229937,56,false,,2025-09-15T13:00:30Z,"k-rap,кей-поп","Balming Tiger",0.747,0.71,1,-5.729,1,0.116,0.00219,0.214,0.371,0.426,93.995,4
spotify:track:4XKXphKH76W4zNpkgFS5o2,"MORE","MORE","j-hope",2022-07-01,180022,59,false,,2025-09-15T13:00:30Z,"кей-поп,k-rap","BIGHIT MUSIC",0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,4
spotify:track:1rLkzFZdokhx6Wcs80uvnw,"Dimple","Love Yourself 結 'Answer'","BTS",2018-08-24,196776,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.612,0.844,5,-4.694,0,0.0757,0.14,0,0.289,0.652,134.872,4
spotify:track:4kZoZfj7IBg8eo1JZ2vsGO,"Go Go","Love Yourself 結 'Answer'","BTS",2018-08-24,235779,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.856,0.617,10,-5.308,0,0.084,0.171,0,0.0857,0.759,136.081,4
spotify:track:5LvqzuJCNpi2pNkJAX8mBT,"Dionysus","MAP OF THE SOUL : 7","BTS",2020-02-21,249215,60,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.502,0.91,7,-2.769,1,0.107,0.04,0,0.319,0.588,176.084,4
spotify:track:7bxGcILuAjkZzaveU28ZJS,"Save Me","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,196505,72,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.613,0.822,1,-3.48,1,0.062,0.0269,0,0.0783,0.54,139.936,4
spotify:track:0PpNBEXkjalflGCMMsBV5B,"Jamais Vu","MAP OF THE SOUL : 7","BTS",2020-02-21,227275,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.608,0.47,8,-6.73,1,0.0428,0.226,0,0.0963,0.241,81,4
spotify:track:0aE3V0zgSD2YwkEHW42gxG,"Burning Up (Fire)","The Most Beautiful Moment in Life: Young Forever","BTS",2016-05-02,203351,72,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.626,0.706,10,-3.201,0,0.0596,0.00225,0,0.122,0.534,99.939,4
spotify:track:7incJHhOl108CJBxylqc1z,"Intro : Persona","MAP OF THE SOUL : 7","BTS",2020-02-21,171023,59,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.486,0.871,9,-4.475,0,0.337,0.0278,0,0.313,0.659,85.411,4
spotify:track:2gzhQaCTeNgxpeB2TPllyY,"With you","Our Blues, Pt. 4 (Original Television Soundtrack)","Jimin;HA SUNG WOON",2022-04-24,201905,66,false,,2025-09-15T13:00:30Z,"кей-поп","Genie Music Corporation, Stone Music Entertainment",0.532,0.426,3,-6.117,1,0.0288,0.639,0,0.134,0.137,149.898,3
spotify:track:5YMXGBD6vcYP7IolemyLtK,"Euphoria","Love Yourself 結 'Answer'","BTS",2018-08-24,228615,74,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4
spotify:track:60nwvOMLA1uzLHz3CLp4Na,"Airplane pt.2","Love Yourself 結 'Answer'","BTS",2018-08-24,218614,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.77,0.817,0,-4.092,0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4
spotify:track:453W8V5Ynwn6Tr28KuOwsO,"Anpanman","Love Yourself 結 'Answer'","BTS",2018-08-24,232966,65,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.813,0.876,1,-2.92,0,0.0922,0.024,0,0.287,0.757,98.989,4
spotify:track:37nOpaUof3d4Xsmr6moAiI,"Magic Shop","Love Yourself 結 'Answer'","BTS",2018-08-24,275695,64,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.531,0.661,1,-5.836,1,0.0907,0.103,0,0.0779,0.278,149.934,4
spotify:track:0nUftNWYvNCWnjiyeujCR8,"MIC Drop","Love Yourself 結 'Answer'","BTS",2018-08-24,238193,61,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.667,0.889,6,-4.851,1,0.0917,0.00912,0,0.0816,0.541,169.961,4
spotify:track:186NCtNk1tUYS7c2DxgJ7O,"Christmas Tree","Our Beloved Summer (Original Television Soundtrack), Pt. 5","V",2021-12-24,209946,73,false,,2025-09-15T13:00:30Z,"кей-поп","MOST CONTENTS",0.437,0.384,5,-8.384,1,0.042,0.699,0.0000233,0.121,0.181,139.009,4
spotify:track:66sBTYlkaiyBwf4fhbIHlZ,"Yours","Jirisan (Original Television Soundtrack) Pt. 4","Jin",2021-11-07,264840,63,false,,2025-09-15T13:00:30Z,"кей-поп","에이스토리, 모스트콘텐츠",0.488,0.427,6,-7.383,1,0.0382,0.354,0,0.0797,0.157,72.035,4
spotify:track:2EmcTFQ1rM11wp2ztsXTHa,"Black Swan","MAP OF THE SOUL : 7","BTS",2020-02-21,198260,72,false,,2025-09-15T13:00:30Z,"кей-поп","BIGHIT MUSIC",0.719,0.757,2,-5.167,0,0.0849,0.137,0,0.129,0.489,147.024,4
